pos1,pos2,pos3,pos4,pos5,pos6,shape1,shape2,shape3,shape4,shape5,shape6,singleton,target_color,target_orientation,cue_validity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,search_response.keys,search_response.corr,search_response.rt,key_block.keys,key_block.rt,end_key.keys,end_key.rt,participant,session,distractor_prevalence,validity,date,expName,psychopyVersion,frameRate,
0,4,5,1,3,2,4,3,0,3,0,5,1,0,0,1,0,91,91,91,left,1,0.8525522999989334,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
2,4,0,1,5,3,4,3,0,6,5,0,1,1,0,1,0,92,92,92,left,1,1.08602719999908,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
4,1,0,3,2,5,4,5,0,3,6,6,1,1,0,1,0,93,93,93,left,1,1.1244998000001942,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
4,2,5,0,1,3,4,3,0,6,6,3,1,0,0,1,0,94,94,94,left,1,1.1676100000004226,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
4,3,1,2,0,5,4,5,3,3,5,6,1,0,0,1,0,95,95,95,left,1,0.717786299999716,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
3,2,4,1,0,5,4,6,3,0,6,3,1,1,1,1,0,96,96,96,up,1,1.646284200000082,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
2,0,1,3,4,5,4,0,5,0,5,3,1,1,0,1,0,97,97,97,left,1,0.7281169000016234,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
0,2,3,4,5,1,4,3,5,0,0,6,1,1,1,1,0,98,98,98,up,1,0.9192719999991823,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
5,0,3,4,2,1,4,6,6,3,3,0,1,0,1,1,0,99,99,99,up,1,1.1723329999986163,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
3,5,0,2,4,1,4,5,3,6,3,0,1,0,1,1,0,100,100,100,up,1,0.8679646999989927,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
1,2,5,4,3,0,4,5,3,0,5,3,0,1,0,1,0,101,101,101,left,1,1.712079699998867,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
1,2,3,0,5,4,4,5,3,0,0,6,1,1,0,1,0,102,102,102,left,1,1.006008299998939,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
3,5,2,4,0,1,4,5,0,6,3,6,1,1,0,1,0,103,103,103,left,1,0.9333365000020422,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
5,1,4,0,3,2,4,3,0,0,6,5,1,1,1,1,0,104,104,104,up,1,1.673749300000054,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
2,1,0,5,4,3,4,0,3,5,6,5,1,1,1,1,0,105,105,105,up,1,0.7390679000018281,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
2,5,3,0,1,4,4,5,0,3,6,5,1,0,0,1,0,106,106,106,left,1,0.5788929000009375,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
3,4,0,5,2,1,4,5,0,3,5,6,1,1,1,1,0,107,107,107,up,1,0.8576936999997997,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
1,3,0,5,4,2,4,0,3,6,0,5,1,1,0,1,0,108,108,108,left,1,1.7103840999989188,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
2,3,5,0,1,4,4,0,3,5,3,5,1,1,1,1,0,109,109,109,up,1,1.246584199998324,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
1,0,3,4,5,2,4,3,0,3,5,0,1,0,1,1,0,110,110,110,up,1,1.648027399998682,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
5,1,2,4,0,3,4,3,0,0,5,3,1,1,1,1,0,111,111,111,up,1,1.1408015999986674,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
2,4,1,5,0,3,4,6,5,3,0,0,1,0,1,1,0,112,112,112,up,1,1.262535999998363,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
1,5,4,3,2,0,4,6,0,5,3,0,1,1,0,1,0,113,113,113,left,1,1.4722761000011815,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
0,3,2,4,1,5,4,6,0,3,3,5,1,0,1,1,0,114,114,114,up,1,1.3123048000015842,None,,,,pil_004,001,0.9,1.0,2023-03-24_17h13.02.887,stress,2023.1.0,60.01990259971459,
